UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,processed_text
1035,45987,Cinema,13-03-2020,"It just shows the spine of our people, in the times of a global outbreak, few opportunists charge exorbitant prices for simple essentials like face mask and hand sanitizer. ????? ?? ????? ??? ??? ?????? 
#coronavirus #CoronavirusOutbreak #handsanitizer",Extremely Positive,show spine peopl time global outbreak opportunist charg exorbit price simpl essenti like face mask hand sanit coronaviru coronavirusoutbreak handsanit
1036,45988,,13-03-2020,"@quietplacemovie @ParamountPics Why not release it On Demand, streaming? People wanna see it and we'll pay to see it the comfort of our (hopefully) COVID-19 free environment. ? Heck, add a ""COVID-19 tax"" for the consession/food revenue loss.",Extremely Positive,quietplacemovi paramountp releas demand stream peopl wan na see well pay see comfort hope covid19 free environ heck add covid19 tax consessionfood revenu loss
1037,45989,United Kingdom,13-03-2020,"Before we go out and start emptying the supermarket shelves please think about the most vulnerable in our country. 
Most supermarkets also have a bin for the food banks. How about putting a couple of tins in that too. 
#Covid_19 https://t.co/m6m2hOFQMk",Negative,go start empti supermarket shelv pleas think vulner countri supermarket also bin food bank put coupl tin covid19
1038,45990,,13-03-2020,"If youve been to the local supermarket and found theres no toilet roll, pasta, pain relief etc because of panic buying this is the time to turn to local businesses.. those shops your drive past on your way to the supermarket! Helping communities! #Covid_19 #COVID19",Negative,youv local supermarket found there toilet roll pasta pain relief etc panic buy time turn local busi shop drive past way supermarket help commun covid19 covid19
1039,45991,"Auckland, New Zealand",13-03-2020,"What's happening now will definitely re-shape consumer's shopping habits, preferences and expectations in the future. Personal Safety and Hygiene may even top Sustainability or at the very least - be of equal importance. You heard it here first. #coronavirus #chaos",Extremely Positive,what happen definit reshap consum shop habit prefer expect futur person safeti hygien may even top sustain least equal import heard first coronaviru chao
1040,45992,,13-03-2020,"#coronavirusinKenya
Dear Kenyans...
Preachers will commence their miracle rallies to heal #Covid_19 ...Sell anointing oil to salvage and deliver the sinners..
Businesses will 'boom' ... exuberant prices on the basic stuff...
I hope the situation will be contained soon...",Extremely Positive,coronavirusinkenya dear kenyan preacher commenc miracl ralli heal covid19 sell anoint oil salvag deliv sinner busi boom exuber price basic stuff hope situat contain soon
1041,45993,Glasgow & London,13-03-2020,"""While online shopping may benefit in the short term, supply chain issues and uncertain consumer demand could dampen the e-commerce outlook.""

#coronavirus #covid #ecommerce #adimo

https://t.co/JkUZgvNFBw",Positive,onlin shop may benefit short term suppli chain issu uncertain consum demand could dampen ecommerc outlook coronaviru covid ecommerc adimo
1042,45994,,13-03-2020,"All of you boomers looked down on millennials for killing brick and mortar, but whos antisocial and doing all of their shopping online now? #Covid_19 #coronavirus",Negative,boomer look millenni kill brick mortar who antisocial shop onlin covid19 coronaviru
1043,45995,"Elkridge, MD",13-03-2020,"Be kind and patient with everyone you encounter at the grocery store, especially the staff. And bring your reusable bags. #Covid_19 is scary but #ClimateChange is terrifying",Extremely Negative,kind patient everyon encount groceri store especi staff bring reusabl bag covid19 scari climatechang terrifi
1044,45996,"Montréal, Québec",13-03-2020,"#Coronavirus is hurting #store #foottraffic and #ecommerce won't help much, analysts say https://t.co/KDQMn8qq0C via @RetailDive #brickandmortar #retail #pandemic",Positive,coronaviru hurt store foottraff ecommerc wont help much analyst say via retaild brickandmortar retail pandem
1045,45997,"Montréal, Québec",13-03-2020,"#Target, #Walmart address #store #sanitization as #coronavirus concerns mount https://t.co/kyzeWkFXFJ via @RetailDive #brickandmortar #retail #employee #consumer #safety #pandemic",Neutral,target walmart address store sanit coronaviru concern mount via retaild brickandmortar retail employe consum safeti pandem
1046,45998,,13-03-2020,"So your telling me because of #Covid_19 we are suppose to stock food, stay at home, avoid physical contact with others....
So basically WERE BECOMING INTROVERTS
YAY #introverts UNITE",Positive,tell covid19 suppos stock food stay home avoid physic contact other basic becom introvert yay introvert unit
1047,45999,MIA 2 DMV,13-03-2020,"Retail Store Capitalism reaping the benefits of the media's mass bombardment of #covid19 #coronavirus 

Have they colluded and splitting the profits?",Extremely Positive,retail store capit reap benefit media mass bombard covid19 coronaviru collud split profit
1048,46000,East Lothian Scotland ,13-03-2020,Just off the phone to my friend in Milan. They are not allowed out at all now unless it is to go to the nearest supermarket and they need an online permission form (you have to print it) and proof of address. Otherwise its on the spot fines. #Covid_19,Positive,phone friend milan allow unless go nearest supermarket need onlin permiss form print proof address otherwis it spot fine covid19
1049,46001,nyc,13-03-2020,"Since last weeks reporting of the impact of the Covid-19 outbreak on global eCommerce activity weve uncovered shifting patterns in online shopping, putting facts behind the digital business trends everyone is talking about.

https://t.co/bZkO9cD4Gv",Neutral,sinc last week report impact covid19 outbreak global ecommerc activ wev uncov shift pattern onlin shop put fact behind digit busi trend everyon talk
1050,46002,"Ft Collins, CO",13-03-2020,"Mass hysteria or reasonable preparation? Seen at my local grocery store. Why toilet paper? #covid_19 #coronavirus #masshysteria #hunkerdown @ Fort Collins, Colorado https://t.co/GQ4gyAeKbY",Negative,mass hysteria reason prepar seen local groceri store toilet paper covid19 coronaviru masshysteria hunkerdown fort collin colorado
1051,46003,"Chicago, IL",13-03-2020,"Between primaries and COVID-19, I've come to the unsettling realization that I cope with stress by online shopping. How many sweaters until I feel peace?",Positive,primari covid19 ive come unsettl realiz cope stress onlin shop mani sweater feel peac
1052,46004,"Paris, France",13-03-2020,@darinadz3030 ?? I am in R?ga next week. ??? I will these people in supermarket. #whereamI #Covid_19,Neutral,darinadz3030 rga next week peopl supermarket whereami covid19
1053,46005,Sweden,13-03-2020,I m so worried for the people in the camps in Europe Lebanon and so on   And for the homeless I see every day on the way to work   And a lot of the people in our neighbourhood who don t have the financial means to stock up on food etc,Negative,worri peopl camp europ lebanon homeless see everi day way work lot peopl neighbourhood financi mean stock food etc
1054,46006,Sri Lanka,13-03-2020,Amid panic buying by the public the government seeks to allay fears of of a  food shortage  in the country The Ministry of Food Security amp Consumer Welfare insists that it can withstand hoarding amp assures it can meet the demand during the festive season,Negative,amid panic buy public govern seek allay fear food shortag countri ministri food secur amp consum welfar insist withstand hoard amp assur meet demand festiv season
1055,46007,Dubai,13-03-2020,"The price of garlic has shot up in #Tunisia amid a buying rush as consumers hope it will help protect against the new #coronavirus, despite caution from the World Health Organization @WHO. 

#COVID_19
https://t.co/hq3ZTqMPjE",Extremely Positive,price garlic shot tunisia amid buy rush consum hope help protect new coronaviru despit caution world health organ covid19
1056,46008,"Cumbria, England",13-03-2020,"Out of toilet roll and the supermarket was sold out.  ""think outside the box, Alan!""  I thought.  So out came the crochet hooks and voila ... 
#coronovarius #COVID_19uk #Covid_19 https://t.co/lLC7EuDMGQ",Neutral,toilet roll supermarket sold think outsid box alan thought came crochet hook voila coronovariu covid19uk covid19
1057,46009,Springfield,13-03-2020,"Just went to the grocery store to do my routine shopping, and seriously, people, WTF is it with the toilet paper? Why the obsession with that specific item? #Covid_19 #panicbuying",Extremely Negative,went groceri store routin shop serious peopl wtf toilet paper obsess specif item covid19 panicbuy
1058,46010,"Ottawa, Canada",13-03-2020,"Be nice to grocery store, drugstore, and other service industry staff. It isnt their fault there are no chickpeas or tp, and they are  possibly facing a more precarious work situation than you are. #coronavirus",Negative,nice groceri store drugstor servic industri staff isnt fault chickpea tp possibl face precari work situat coronaviru
1059,46011,"Toronto, Ontario",13-03-2020,Me at the grocery store looking to buy a large bag of Sweet Chili Heat Doritos &amp; everyone else is panic buying 7 years worth of toilet paper and every box of pizza pockets in the frozen food aisle. #Covid_19 https://t.co/Tw5UbX6kjz,Positive,groceri store look buy larg bag sweet chili heat dorito amp everyon els panic buy 7 year worth toilet paper everi box pizza pocket frozen food aisl covid19
1060,46012,"Ellesmere Port, England",13-03-2020,First time in 2 weeks that I have seen loo roll in a supermarket! So I bought a sensible quantity of 12! #CalamityCorona #Covid_19 #ToiletPaperApocalypse #stoppanicking,Neutral,first time 2 week seen loo roll supermarket bought sensibl quantiti 12 calamitycorona covid19 toiletpaperapocalyps stoppanick
1061,46013,,13-03-2020,"The flu is more deadly than corona and kills 10 people in one location and people go about their day...3 corona cases confirmed in one location and schools shut down, stock markets plunge, gas prices drop, travel is canceled, and people are quarantined out of suspicion. #Covid_19",Extremely Negative,flu deadli corona kill 10 peopl one locat peopl go day3 corona case confirm one locat school shut stock market plung ga price drop travel cancel peopl quarantin suspicion covid19
1062,46014,The District,13-03-2020,Food Banks Prepare For Heightened Demand Amid #Covid_19 Outbreak | DCist https://t.co/y0v0h3Ys6u,Negative,food bank prepar heighten demand amid covid19 outbreak dcist
